PID,Name,Path
688,WS2_32.dll,C:\WINDOWS\system32\WS2_32.dll
688,WS2HELP.dll,C:\WINDOWS\system32\WS2HELP.dll
688,WLDAP32.dll,C:\WINDOWS\system32\WLDAP32.dll
688,SAMLIB.dll,C:\WINDOWS\system32\SAMLIB.dll
688,SAMSRV.dll,C:\WINDOWS\system32\SAMSRV.dll
688,cryptdll.dll,C:\WINDOWS\system32\cryptdll.dll
688,ShimEng.dll,C:\WINDOWS\system32\ShimEng.dll
688,AcGenral.DLL,C:\WINDOWS\AppPatch\AcGenral.DLL
688,WINMM.dll,C:\WINDOWS\system32\WINMM.dll
688,ole32.dll,C:\WINDOWS\system32\ole32.dll
688,OLEAUT32.dll,C:\WINDOWS\system32\OLEAUT32.dll
688,MSACM32.dll,C:\WINDOWS\system32\MSACM32.dll
688,VERSION.dll,C:\WINDOWS\system32\VERSION.dll
688,SHELL32.dll,C:\WINDOWS\system32\SHELL32.dll
688,SHLWAPI.dll,C:\WINDOWS\system32\SHLWAPI.dll
688,USERENV.dll,C:\WINDOWS\system32\USERENV.dll
688,UxTheme.dll,C:\WINDOWS\system32\UxTheme.dll
688,IMM32.DLL,C:\WINDOWS\system32\IMM32.DLL
688,comctl32.dll,C:\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
688,comctl32.dll,C:\WINDOWS\system32\comctl32.dll
688,msprivs.dll,C:\WINDOWS\system32\msprivs.dll
688,kerberos.dll,C:\WINDOWS\system32\kerberos.dll
688,msv1_0.dll,C:\WINDOWS\system32\msv1_0.dll
688,iphlpapi.dll,C:\WINDOWS\system32\iphlpapi.dll
688,netlogon.dll,C:\WINDOWS\system32\netlogon.dll
688,w32time.dll,C:\WINDOWS\system32\w32time.dll
688,MSVCP60.dll,C:\WINDOWS\system32\MSVCP60.dll
688,schannel.dll,C:\WINDOWS\system32\schannel.dll
688,CRYPT32.dll,C:\WINDOWS\system32\CRYPT32.dll
688,wdigest.dll,C:\WINDOWS\system32\wdigest.dll
688,rsaenh.dll,C:\WINDOWS\system32\rsaenh.dll
